Current,,
,,
證券代碼,年月日,報酬率％
5471 松翰,2001/05/17,0
5484 慧友,2001/05/17,0.7519
5515 建國,2001/05/17,-1.7241
5519 隆大,2001/05/17,0
5521 工信,2001/05/17,1.3559
5522 遠雄,2001/05/17,1.7964
5525 順天,2001/05/17,-3.1496
5607 遠雄港,2001/05/17,-0.3436
6005 群益證,2001/05/17,0.6098
6141 柏承,2001/05/17,1.1976
6183 關貿,2001/05/17,-1.5789
6191 精成科,2001/05/17,-4.3062
8011 台通,2001/05/17,6.7797
8926 台汽電,2001/05/17,-1.1029
9902 台火,2001/05/17,-0.8753
9904 寶成,2001/05/17,2.5105
9905 大華,2001/05/17,0
9906 欣巴巴,2001/05/17,6.1947
9907 統一實,2001/05/17,0.9346
9908 大台北,2001/05/17,3.252
9910 豐泰,2001/05/17,0.4695
9911 櫻花,2001/05/17,6.9124
9912 偉聯,2001/05/17,2.6549
9914 美利達,2001/05/17,1.3245
9917 中保科,2001/05/17,-0.8451
9918 欣天然,2001/05/17,0.6944
9919 康那香,2001/05/17,0.9174
9921 巨大,2001/05/17,0
9924 福興,2001/05/17,3.4335
9925 新保,2001/05/17,1.8797
9926 新海,2001/05/17,0
9927 泰銘,2001/05/17,4.908
9928 中視,2001/05/17,1.0714
9929 秋雨,2001/05/17,6.4706
9930 中聯資源,2001/05/17,0
9931 欣高,2001/05/17,2.7586
9933 中鼎,2001/05/17,0
9934 成霖,2001/05/17,4.3478
9935 慶豐富,2001/05/17,0
9937 全國,2001/05/17,1.4563
9938 百和,2001/05/17,1.9169
9939 宏全,2001/05/17,0
9940 信義,2001/05/17,1.9108
9941 裕融,2001/05/17,0.7407
9943 好樂迪,2001/05/17,0
9944 新麗,2001/05/17,0.5222
9945 潤泰新,2001/05/17,1
Y9999 加權指數,2001/05/16,-1.4881
1101 台泥,2001/05/16,-0.4444
1102 亞泥,2001/05/16,-4.1494
1103 嘉泥,2001/05/16,-2.2222
1104 環泥,2001/05/16,-2.8747
1108 幸福,2001/05/16,-1.0753
1109 信大,2001/05/16,-2.2936
1110 東泥,2001/05/16,1.5556
1201 味全,2001/05/16,-1.0417
1203 味王,2001/05/16,5.2632
1210 大成,2001/05/16,2.0833
1213 大飲,2001/05/16,-0.4926
1215 卜蜂,2001/05/16,6.3492
1216 統一,2001/05/16,-0.3344
1217 愛之味,2001/05/16,0.8333
1218 泰山,2001/05/16,2.0661
1219 福壽,2001/05/16,0.8772
1220 台榮,2001/05/16,0
1225 福懋油,2001/05/16,0
1227 佳格,2001/05/16,0.4926
1229 聯華,2001/05/16,0
1231 聯華食,2001/05/16,1.7123
1232 大統益,2001/05/16,0
1233 天仁,2001/05/16,-3.0769
1234 黑松,2001/05/16,-0.7519
1235 興泰,2001/05/16,4.0724
1236 宏亞,2001/05/16,0
1301 台塑,2001/05/16,-1.5748
1303 南亞,2001/05/16,-2.0896
1304 台聚,2001/05/16,-0.8197
1305 華夏,2001/05/16,-1.25
1307 三芳,2001/05/16,6.6327
1308 亞聚,2001/05/16,-0.4902
1309 台達化,2001/05/16,0
1310 台苯,2001/05/16,-1.6484
1312 國喬,2001/05/16,0
1313 聯成,2001/05/16,-0.9804
1314 中石化,2001/05/16,0.8824
1315 達新,2001/05/16,-0.7752
1316 上曜,2001/05/16,1.9841
1319 東陽,2001/05/16,3.2727
1321 大洋,2001/05/16,0
1323 永裕,2001/05/16,-1.7751
1324 地球,2001/05/16,0
1325 恒大,2001/05/16,-0.7092
1326 台化,2001/05/16,0.4184
1402 遠東新,2001/05/16,-2.7624
1409 新纖,2001/05/16,-1.7241
1410 南染,2001/05/16,-4.5113
1413 宏洲,2001/05/16,0.9615
1414 東和,2001/05/16,-1.6854
1416 廣豐,2001/05/16,-5.6391
1417 嘉裕,2001/05/16,-3.3613
1418 東華,2001/05/16,0
1419 新紡,2001/05/16,0.7576
1423 利華,2001/05/16,-1.7995
1432 大魯閣,2001/05/16,2.6667
1434 福懋,2001/05/16,-0.3861
1435 中福,2001/05/16,0.5525
1436 華友聯,2001/05/16,0
1437 勤益控,2001/05/16,-2.2222
1438 三地開發,2001/05/16,5.6338
1439 中和,2001/05/16,0.463
1440 南紡,2001/05/16,0.8955
1441 大東,2001/05/16,0
1442 名軒,2001/05/16,2.5
1443 立益,2001/05/16,-0.25
1444 力麗,2001/05/16,-1.8349
1445 大宇,2001/05/16,-2.7027
1446 宏和,2001/05/16,-2.1538
1447 力鵬,2001/05/16,-2.6667
1449 佳和,2001/05/16,0.2941
1451 年興,2001/05/16,-1.2945
1452 宏益,2001/05/16,1.0101
1453 大將,2001/05/16,0.4065
1454 台富,2001/05/16,0
1455 集盛,2001/05/16,-4.7511
1456 怡華,2001/05/16,-3.3898
1457 宜進,2001/05/16,-4
1459 聯發,2001/05/16,6.7669
1460 宏遠,2001/05/16,-5.9172
1463 強盛,2001/05/16,3.7037
1464 得力,2001/05/16,0.3195
1465 偉全,2001/05/16,1.8293
1466 聚隆,2001/05/16,3.0303
1467 南緯,2001/05/16,1.227
1468 昶和,2001/05/16,-1.9355
1470 大統新創,2001/05/16,0
1471 首利,2001/05/16,0.4566
1472 三洋紡,2001/05/16,0
1473 台南,2001/05/16,0
1474 弘裕,2001/05/16,-1.0949
1475 業旺,2001/05/16,-6.7961
1476 儒鴻,2001/05/16,2.4
1503 士電,2001/05/16,-1.1111
1504 東元,2001/05/16,-2.924
1506 正道,2001/05/16,-2.0513
1507 永大,2001/05/16,0.8333
1512 瑞利,2001/05/16,4.8593
1513 中興電,2001/05/16,-2.1622
1514 亞力,2001/05/16,1.005
1515 力山,2001/05/16,0.7092
1516 川飛,2001/05/16,6.4516
1517 利奇,2001/05/16,2.5
1519 華城,2001/05/16,0.6667
1521 大億,2001/05/16,2.459
1522 堤維西,2001/05/16,-3.6458
1524 耿鼎,2001/05/16,-2.2624
1525 江申,2001/05/16,-0.7519
1526 日馳,2001/05/16,0
1527 鑽全,2001/05/16,-0.9501
1528 恩德,2001/05/16,-1.8405
1529 樂士,2001/05/16,0
1530 亞崴,2001/05/16,0
1531 高林股,2001/05/16,0
1532 勤美,2001/05/16,2.1277
1533 車王電,2001/05/16,0.9615
1535 中宇,2001/05/16,4.2471
1536 和大,2001/05/16,-1.7751
1538 正峰,2001/05/16,-2.9762
1539 巨庭,2001/05/16,0
1540 喬福,2001/05/16,0
1603 華電,2001/05/16,0
1604 聲寶,2001/05/16,-0.3861
1605 華新,2001/05/16,-1.2552
1608 華榮,2001/05/16,-0.7407
1609 大亞,2001/05/16,0.9639
1611 中電,2001/05/16,-1.6667
1612 宏泰,2001/05/16,0
1614 三洋電,2001/05/16,0
1615 大山,2001/05/16,-2.6316
1616 億泰,2001/05/16,0
1617 榮星,2001/05/16,0
1618 合機,2001/05/16,0
1701 中化,2001/05/16,0.6098
1702 南僑,2001/05/16,0.6173
1707 葡萄王,2001/05/16,5
1708 東鹼,2001/05/16,6.7416
1709 和益,2001/05/16,-2.1834
1710 東聯,2001/05/16,0.578
1711 永光,2001/05/16,-1.3158
1712 興農,2001/05/16,1.2903
1713 國化,2001/05/16,6.5359
1714 和桐,2001/05/16,1.3953
1717 長興,2001/05/16,1.7857
1718 中纖,2001/05/16,3.3333
1720 生達,2001/05/16,2.5253
1721 三晃,2001/05/16,6.338
1722 台肥,2001/05/16,-1.2903
1723 中碳,2001/05/16,1.8634
1724 台硝,2001/05/16,0.8475
1725 元禎,2001/05/16,-0.4464
1726 永記,2001/05/16,-1.8248
1727 中華化,2001/05/16,0.9756
1730 花仙子,2001/05/16,-6.7961
1731 美吾華,2001/05/16,6.7568
1732 毛寶,2001/05/16,6.4935
1733 五鼎,2001/05/16,-1.9608
1734 杏輝,2001/05/16,0
1735 日勝化,2001/05/16,-2.4793
1802 台玻,2001/05/16,-0.8
1805 寶徠,2001/05/16,0
1806 冠軍,2001/05/16,3
1808 潤隆,2001/05/16,-6.6225
1809 中釉,2001/05/16,-0.5405
1810 和成,2001/05/16,-1.4423
1903 士紙,2001/05/16,-1.1527
1904 正隆,2001/05/16,-0.8
1905 華紙,2001/05/16,0.565
1906 寶隆,2001/05/16,-2.0979
1907 永豐餘,2001/05/16,0
1909 榮成,2001/05/16,0
2002 中鋼,2001/05/16,-0.5291
2006 東和鋼鐵,2001/05/16,-2.0408
2007 燁興,2001/05/16,-2.6316
2008 高興昌,2001/05/16,1.0471
2009 第一銅,2001/05/16,3.6827
2010 春源,2001/05/16,0
2012 春雨,2001/05/16,-0.2762
2013 中鋼構,2001/05/16,3.3708
2014 中鴻,2001/05/16,-3.3613
2015 豐興,2001/05/16,-3.8462
2017 官田鋼,2001/05/16,-0.5882
2020 美亞,2001/05/16,0.5495
2022 聚亨,2001/05/16,0
2023 燁輝,2001/05/16,0
2024 志聯,2001/05/16,-2.6846
2025 千興,2001/05/16,-1.8927
2027 大成鋼,2001/05/16,0
2028 威致,2001/05/16,-0.6757
2029 盛餘,2001/05/16,1.0949
2030 彰源,2001/05/16,-1.1364
2031 新光鋼,2001/05/16,-0.625
2032 新鋼,2001/05/16,0.5464
2033 佳大,2001/05/16,-0.7143
2034 允強,2001/05/16,-2.2321
2101 南港,2001/05/16,6.8027
2102 泰豐,2001/05/16,2.4845
2103 台橡,2001/05/16,2.8169
2104 國際中橡,2001/05/16,0
2105 正新,2001/05/16,2.3364
2106 建大,2001/05/16,5.2209
2107 厚生,2001/05/16,1.3245
2108 南帝,2001/05/16,1.2346
2109 華豐,2001/05/16,0
2201 裕隆,2001/05/16,-1.7241
2204 中華,2001/05/16,0.7018
2206 三陽工業,2001/05/16,1.3514
2207 和泰車,2001/05/16,-2.6316
2301 光寶科,2001/05/16,-3.183
2302 麗正,2001/05/16,-3.6145
2303 聯電,2001/05/16,-0.9804
2305 全友,2001/05/16,0.8696
2308 台達電,2001/05/16,-4.5977
2312 金寶,2001/05/16,-2.7473
2313 華通,2001/05/16,-2.6596
2314 台揚,2001/05/16,0
2316 楠梓電,2001/05/16,0
2317 鴻海,2001/05/16,0
2321 東訊,2001/05/16,-3.2258
2323 中環,2001/05/16,-4.01
2324 仁寶,2001/05/16,-6.089
2327 國巨,2001/05/16,0.5435
2328 廣宇,2001/05/16,0.7092
2329 華泰,2001/05/16,-1.938
2330 台積電,2001/05/16,-1.676
2331 精英,2001/05/16,-3.4843
2332 友訊,2001/05/16,-6.9307
2337 旺宏,2001/05/16,-6.1702
2338 光罩,2001/05/16,-1.6064
2340 光磊,2001/05/16,-4.1322
2342 茂矽,2001/05/16,-3.3333
2344 華邦電,2001/05/16,-1.0101
2345 智邦,2001/05/16,-6.1086
2347 聯強,2001/05/16,0.8403
2348 海悅,2001/05/16,-1.5152
2349 錸德,2001/05/16,-4.3796
2351 順德,2001/05/16,-0.4464
2352 佳世達,2001/05/16,-4.0302
2353 宏碁,2001/05/16,-3.7624
2354 鴻準,2001/05/16,-1.3158
2355 敬鵬,2001/05/16,1.6234
2356 英業達,2001/05/16,-4.6729
2357 華碩,2001/05/16,-1.9868
2358 廷鑫,2001/05/16,7
2359 所羅門,2001/05/16,1.4634
2360 致茂,2001/05/16,-0.2299
2362 藍天,2001/05/16,1.0033
2363 矽統,2001/05/16,-3.7736
2364 倫飛,2001/05/16,3.1646
2365 昆盈,2001/05/16,-3.6184
2367 燿華,2001/05/16,-1.4035
2368 金像電,2001/05/16,-1.3575
2369 菱生,2001/05/16,-0.3413
2371 大同,2001/05/16,-2.8302
2373 震旦行,2001/05/16,-3.5714
2374 佳能,2001/05/16,0
2375 凱美,2001/05/16,-1.2658
2376 技嘉,2001/05/16,-2.4096
2377 微星,2001/05/16,0
2379 瑞昱,2001/05/16,-4.0462
2380 虹光,2001/05/16,-2.8902
2382 廣達,2001/05/16,-5.1887
2383 台光電,2001/05/16,-2.5907
2385 群光,2001/05/16,-2.2654
2387 精元,2001/05/16,1.7647
2388 威盛,2001/05/16,-2.7119
2390 云辰,2001/05/16,-4.7109
2392 正崴,2001/05/16,-1.7442
2393 億光,2001/05/16,0.4673
2395 研華,2001/05/16,-0.8772
2397 友通,2001/05/16,4.3165
2399 映泰,2001/05/16,2.9126
2401 凌陽,2001/05/16,-1.25
2402 毅嘉,2001/05/16,-3.4884
2404 漢唐,2001/05/16,-1.0753
2405 浩鑫,2001/05/16,1.3072
2406 國碩,2001/05/16,-3.9216
2408 南亞科,2001/05/16,-5.1095
2409 友達,2001/05/16,-0.2632
2412 中華電,2001/05/16,-2.1898
2413 環科,2001/05/16,-1.9608
2414 精技,2001/05/16,-1.7241
2415 錩新,2001/05/16,-2.2508
2417 圓剛,2001/05/16,-3.3333
2419 仲琦,2001/05/16,-4.3988
2420 新巨,2001/05/16,2.9412
2421 建準,2001/05/16,3.3186
2423 固緯,2001/05/16,-6.1162
2424 隴華,2001/05/16,-3.681
2425 承啟,2001/05/16,-2.1277
2426 鼎元,2001/05/16,-2.9289
2427 三商電,2001/05/16,-2.6846
2428 興勤,2001/05/16,-0.3086
2429 銘旺科,2001/05/16,-2.1127
2430 燦坤,2001/05/16,0.9259
2431 聯昌,2001/05/16,-0.5051
2433 互盛電,2001/05/16,-3.4335
2434 統懋,2001/05/16,-3.0717
2436 偉詮電,2001/05/16,-4.3796
2438 翔耀,2001/05/16,2.4096
2439 美律,2001/05/16,-4.1667
2440 太空梭,2001/05/16,-2.2936
2441 超豐,2001/05/16,-2.5424
2442 新美齊,2001/05/16,-2.7473
2443 億麗,2001/05/16,-4.6512
2444 兆勁,2001/05/16,-3.4884
2449 京元電子,2001/05/16,3.0928
2451 創見,2001/05/16,-0.6329
2457 飛宏,2001/05/16,-2.4048
2458 義隆,2001/05/16,-1.3423
2459 敦吉,2001/05/16,-1.8182
2460 建通,2001/05/16,-1.6393
2461 光群雷,2001/05/16,-2.8302
2462 良得電,2001/05/16,-1.8182
2464 盟立,2001/05/16,-2.0906
2465 麗臺,2001/05/16,0
2466 冠西電,2001/05/16,0
2467 志聖,2001/05/16,-0.75
2468 華經,2001/05/16,-2.6515
2471 資通,2001/05/16,-1.0909
2472 立隆電,2001/05/16,-2.1429
2474 可成,2001/05/16,-0.9709
2476 鉅祥,2001/05/16,-0.9259
2477 美隆電,2001/05/16,-1.6304
2478 大毅,2001/05/16,0.9091
2480 敦陽科,2001/05/16,-4.2453
2481 強茂,2001/05/16,0
2482 連宇,2001/05/16,0.3322
2483 百容,2001/05/16,-4.5455
2484 希華,2001/05/16,-2.9412
2485 兆赫,2001/05/16,-2.7273
2486 一詮,2001/05/16,-1.8779
2488 漢平,2001/05/16,0
2489 瑞軒,2001/05/16,0.8493
2491 吉祥全,2001/05/16,-2.2044
2492 華新科,2001/05/16,-3.8462
2501 國建,2001/05/16,0
2504 國產,2001/05/16,-2.7523
2505 國揚,2001/05/16,-1.7391
2506 太設,2001/05/16,0.9975
2509 全坤建,2001/05/16,0
2511 太子,2001/05/16,0.6645
2514 龍邦,2001/05/16,1.4085
2515 中工,2001/05/16,0
2516 新建,2001/05/16,-3.1496
2520 冠德,2001/05/16,4.1667
2524 京城,2001/05/16,0
2527 宏璟,2001/05/16,0
2528 皇普,2001/05/16,-1.9802
2530 華建,2001/05/16,-0.3559
2534 宏盛,2001/05/16,-1.0989
2535 達欣工,2001/05/16,0
2536 宏普,2001/05/16,1.2255
2537 聯上發,2001/05/16,0
2538 基泰,2001/05/16,0
2539 櫻花建,2001/05/16,-3.4934
2540 愛山林,2001/05/16,-3.75
2542 興富發,2001/05/16,1.4706
2543 皇昌,2001/05/16,-6.8627
2545 皇翔,2001/05/16,2.1531
2546 根基,2001/05/16,-1.7822
2547 日勝生,2001/05/16,0
2548 華固,2001/05/16,-0.5495
2601 益航,2001/05/16,4.7273
2603 長榮,2001/05/16,2.439
2605 新興,2001/05/16,4.6667
2606 裕民,2001/05/16,1.7964
2607 榮運,2001/05/16,6.7633
2608 嘉里大榮,2001/05/16,6.7568
2609 陽明,2001/05/16,3.8251
2610 華航,2001/05/16,1.7647
2611 志信,2001/05/16,0.7874
2612 中航,2001/05/16,4.0268
2613 中櫃,2001/05/16,2
2614 東森,2001/05/16,0
2615 萬海,2001/05/16,2.5
2616 山隆,2001/05/16,-0.9009
2617 台航,2001/05/16,2.1429
2618 長榮航,2001/05/16,3.6036
2701 萬企,2001/05/16,0
2702 華園,2001/05/16,0
2704 國賓,2001/05/16,0.5848
2705 六福,2001/05/16,0
2706 第一店,2001/05/16,0
2707 晶華,2001/05/16,-0.9934
2801 彰銀,2001/05/16,0
2809 京城銀,2001/05/16,-0.9615
2812 台中銀,2001/05/16,-0.2801
2816 旺旺保,2001/05/16,-1
2820 華票,2001/05/16,1.3986
2823 中壽,2001/05/16,0
2832 台產,2001/05/16,-1.0101
2834 臺企銀,2001/05/16,3.3654
2836 高雄銀,2001/05/16,0
2838 聯邦銀,2001/05/16,-0.8197
2841 台開,2001/05/16,0.2101
2845 遠東銀,2001/05/16,-2.4194
2849 安泰銀,2001/05/16,-2.5
2850 新產,2001/05/16,0
2851 中再保,2001/05/16,-0.5587
2852 第一保,2001/05/16,-1.1236
2855 統一證,2001/05/16,-2.4242
2901 欣欣,2001/05/16,3.125
2903 遠百,2001/05/16,0
2904 匯僑,2001/05/16,6.8323
2905 三商,2001/05/16,-1.3393
2906 高林,2001/05/16,-3.0303
2908 特力,2001/05/16,1.8797
2910 統領,2001/05/16,-0.5038
2911 麗嬰房,2001/05/16,6.5292
2912 統一超,2001/05/16,1.2821
2913 農林,2001/05/16,-0.8197
2915 潤泰全,2001/05/16,-0.641
3002 歐格,2001/05/16,0.5556
3010 華立,2001/05/16,1.7241
3011 今皓,2001/05/16,-2.3529
3018 同開,2001/05/16,-2.069
3019 亞光,2001/05/16,-1.6949
3021 鴻名,2001/05/16,0
3022 威強電,2001/05/16,-1.3986
3023 信邦,2001/05/16,0.7752
3024 憶聲,2001/05/16,-2.6178
3025 星通,2001/05/16,-0.3876
3026 禾伸堂,2001/05/16,1.6043
3027 盛達,2001/05/16,-3.6232
3028 增你強,2001/05/16,-1.4493
3029 零壹,2001/05/16,-4.321
3030 德律,2001/05/16,0
3031 佰鴻,2001/05/16,0.7042
3032 偉訓,2001/05/16,-2.7027
3033 威健,2001/05/16,0
3034 聯詠,2001/05/16,1.0676
3035 智原,2001/05/16,0
3036 文曄,2001/05/16,0.6897
3037 欣興,2001/05/16,2.8846
3038 全台,2001/05/16,-1.1765
3040 遠見,2001/05/16,1.8182
3041 揚智,2001/05/16,-0.5405
3042 晶技,2001/05/16,0.6579
3043 科風,2001/05/16,1.8987
3044 健鼎,2001/05/16,-2.8871
3045 台灣大,2001/05/16,-1.3333
3046 建碁,2001/05/16,-2.439
3047 訊舟,2001/05/16,0.5222
3052 夆典,2001/05/16,6.875
4306 炎洲,2001/05/16,-0.6579
4414 如興,2001/05/16,-3.2609
4526 東台,2001/05/16,-0.5076
4720 德淵,2001/05/16,-0.5405
5007 三星,2001/05/16,-0.9524
5203 訊連,2001/05/16,-0.5587
5388 中磊,2001/05/16,-6.6946
5434 崇越,2001/05/16,1.0753
5469 瀚宇博,2001/05/16,-1.5504
5471 松翰,2001/05/16,-1.1111
5484 慧友,2001/05/16,-2.2059
5515 建國,2001/05/16,-1.6949
5519 隆大,2001/05/16,0
5521 工信,2001/05/16,0.6826
5522 遠雄,2001/05/16,-1.4749
5525 順天,2001/05/16,-0.7813
5607 遠雄港,2001/05/16,-0.6826
6005 群益證,2001/05/16,-3.5294
6141 柏承,2001/05/16,0.6024
6183 關貿,2001/05/16,0.5291
6191 精成科,2001/05/16,-2.7907
8011 台通,2001/05/16,-1.2552
8926 台汽電,2001/05/16,0
9902 台火,2001/05/16,0
9904 寶成,2001/05/16,0.4202
9905 大華,2001/05/16,-0.5435
9906 欣巴巴,2001/05/16,6.6038
9907 統一實,2001/05/16,0
9908 大台北,2001/05/16,-1.2048
9910 豐泰,2001/05/16,1.4286
9911 櫻花,2001/05/16,6.8966
9912 偉聯,2001/05/16,2.7273
9914 美利達,2001/05/16,4.1379
9917 中保科,2001/05/16,-1.1142
9918 欣天然,2001/05/16,0
9919 康那香,2001/05/16,0.9259
9921 巨大,2001/05/16,0.2247
9924 福興,2001/05/16,2.6432
9925 新保,2001/05/16,-0.7463
9926 新海,2001/05/16,1.5504
9927 泰銘,2001/05/16,6.5359
9928 中視,2001/05/16,0
9929 秋雨,2001/05/16,0
9930 中聯資源,2001/05/16,-0.8403
9931 欣高,2001/05/16,-0.6849
9933 中鼎,2001/05/16,-0.3759
9934 成霖,2001/05/16,6.9767
9935 慶豐富,2001/05/16,0
9937 全國,2001/05/16,-2.3697
9938 百和,2001/05/16,-1.8809
9939 宏全,2001/05/16,-0.2994
9940 信義,2001/05/16,-1.875
9941 裕融,2001/05/16,0.4963
9943 好樂迪,2001/05/16,-1.3937
9944 新麗,2001/05/16,-3.7688
9945 潤泰新,2001/05/16,0
Y9999 加權指數,2001/05/15,-0.3412
1101 台泥,2001/05/15,0.8969
1102 亞泥,2001/05/15,-3.2129
1103 嘉泥,2001/05/15,0.7463
1104 環泥,2001/05/15,1.6701
1108 幸福,2001/05/15,-2.6178
1109 信大,2001/05/15,0.9259
1110 東泥,2001/05/15,-2.1739
1201 味全,2001/05/15,1.0526
1203 味王,2001/05/15,-6.5574
1210 大成,2001/05/15,-1.0309
1213 大飲,2001/05/15,-4.2453
1215 卜蜂,2001/05/15,-0.7874
1216 統一,2001/05/15,-1.6447
1217 愛之味,2001/05/15,0
1218 泰山,2001/05/15,0
1219 福壽,2001/05/15,-0.6536
1220 台榮,2001/05/15,-1.7699
1225 福懋油,2001/05/15,0
1227 佳格,2001/05/15,0
1229 聯華,2001/05/15,2.0979
1231 聯華食,2001/05/15,-1.0169
1232 大統益,2001/05/15,0
1233 天仁,2001/05/15,-0.7634
1234 黑松,2001/05/15,0.3774
1235 興泰,2001/05/15,-2.2124
1236 宏亞,2001/05/15,-1.1173
1301 台塑,2001/05/15,2.4194
1303 南亞,2001/05/15,0
1304 台聚,2001/05/15,1.6667
1305 華夏,2001/05/15,3.2258
1307 三芳,2001/05/15,2.0833
1308 亞聚,2001/05/15,-0.4878
1309 台達化,2001/05/15,0.885
1310 台苯,2001/05/15,2.2472
1312 國喬,2001/05/15,0.6329
1313 聯成,2001/05/15,0
1314 中石化,2001/05/15,-1.1628
1315 達新,2001/05/15,-1.5267
1316 上曜,2001/05/15,-6.6667
1319 東陽,2001/05/15,1.1029
1321 大洋,2001/05/15,0
1323 永裕,2001/05/15,6.962
1324 地球,2001/05/15,-1.5707
1325 恒大,2001/05/15,5.2239
1326 台化,2001/05/15,-0.4167
1402 遠東新,2001/05/15,1.1173
1409 新纖,2001/05/15,0
1410 南染,2001/05/15,0.7576
1413 宏洲,2001/05/15,0.9709
1414 東和,2001/05/15,0.565
1416 廣豐,2001/05/15,0.7576
1417 嘉裕,2001/05/15,3.1792
1418 東華,2001/05/15,-0.8621
1419 新紡,2001/05/15,0
1423 利華,2001/05/15,1.039
1432 大魯閣,2001/05/15,-3.2258
1434 福懋,2001/05/15,0.3876
1435 中福,2001/05/15,-0.5495
1436 華友聯,2001/05/15,-1.9608
1437 勤益控,2001/05/15,3.8462
1438 三地開發,2001/05/15,-2.4055
1439 中和,2001/05/15,-0.4608
1440 南紡,2001/05/15,0.2994
1441 大東,2001/05/15,0.5435
1442 名軒,2001/05/15,0
1443 立益,2001/05/15,0
1444 力麗,2001/05/15,0.6154
1445 大宇,2001/05/15,-0.8929
1446 宏和,2001/05/15,3.1746
1447 力鵬,2001/05/15,2.459
1449 佳和,2001/05/15,1.1905
1451 年興,2001/05/15,1.6447
1452 宏益,2001/05/15,4.7619
1453 大將,2001/05/15,0.8197
1454 台富,2001/05/15,1.0526
1455 集盛,2001/05/15,5.4893
1456 怡華,2001/05/15,0
1457 宜進,2001/05/15,4.1667
1459 聯發,2001/05/15,6.4
1460 宏遠,2001/05/15,-1.7442
1463 強盛,2001/05/15,1.5038
1464 得力,2001/05/15,-0.3185
1465 偉全,2001/05/15,0.6135
1466 聚隆,2001/05/15,0
1467 南緯,2001/05/15,-0.6098
1468 昶和,2001/05/15,0.6494
1470 大統新創,2001/05/15,0
1471 首利,2001/05/15,0.6897
1472 三洋紡,2001/05/15,-1.3514
1473 台南,2001/05/15,2.0202
1474 弘裕,2001/05/15,4.5802
1475 業旺,2001/05/15,0.3247
1476 儒鴻,2001/05/15,1.626
1503 士電,2001/05/15,0
1504 東元,2001/05/15,-0.5814
1506 正道,2001/05/15,1.2987
1507 永大,2001/05/15,-0.8264
1512 瑞利,2001/05/15,6.8306
1513 中興電,2001/05/15,-0.5376
1514 亞力,2001/05/15,-1.4851
1515 力山,2001/05/15,-2.0833
1516 川飛,2001/05/15,-4.6154
1517 利奇,2001/05/15,2.5641
1519 華城,2001/05/15,-1.3158
1521 大億,2001/05/15,3.3898
1522 堤維西,2001/05/15,2.6738
1524 耿鼎,2001/05/15,0.4545
1525 江申,2001/05/15,0
1526 日馳,2001/05/15,0.7194
1527 鑽全,2001/05/15,-1.1737
1528 恩德,2001/05/15,-0.6098
1529 樂士,2001/05/15,2.6316
1530 亞崴,2001/05/15,0
1531 高林股,2001/05/15,0.551
1532 勤美,2001/05/15,-1.5707
1533 車王電,2001/05/15,1.9608
1535 中宇,2001/05/15,-0.3846
1536 和大,2001/05/15,-2.3121
1538 正峰,2001/05/15,-0.5917
1539 巨庭,2001/05/15,-6.8966
1540 喬福,2001/05/15,0.6667
1603 華電,2001/05/15,-1.3158
1604 聲寶,2001/05/15,-0.3846
1605 華新,2001/05/15,0.4202
1608 華榮,2001/05/15,3.0534
1609 大亞,2001/05/15,1.2195
1611 中電,2001/05/15,0
1612 宏泰,2001/05/15,0.6211
1614 三洋電,2001/05/15,0.4854
1615 大山,2001/05/15,0
1616 億泰,2001/05/15,1.626
1617 榮星,2001/05/15,0
1618 合機,2001/05/15,0
1701 中化,2001/05/15,-1.7964
1702 南僑,2001/05/15,4.5161
1707 葡萄王,2001/05/15,0
1708 東鹼,2001/05/15,-3.2609
1709 和益,2001/05/15,0
1710 東聯,2001/05/15,-1.7045
1711 永光,2001/05/15,-0.4367
1712 興農,2001/05/15,3.3333
1713 國化,2001/05/15,2
1714 和桐,2001/05/15,0.939
1717 長興,2001/05/15,0
1718 中纖,2001/05/15,0.4184
1720 生達,2001/05/15,-2.4631
1721 三晃,2001/05/15,-6.8852
1722 台肥,2001/05/15,0
1723 中碳,2001/05/15,3.537
1724 台硝,2001/05/15,0
1725 元禎,2001/05/15,-0.4444
1726 永記,2001/05/15,1.107
1727 中華化,2001/05/15,-0.4854
1730 花仙子,2001/05/15,1.4778
1731 美吾華,2001/05/15,4.2254
1732 毛寶,2001/05/15,3.125
1733 五鼎,2001/05/15,-1.9231
1734 杏輝,2001/05/15,-0.5988
1735 日勝化,2001/05/15,2.5424
1802 台玻,2001/05/15,0
1805 寶徠,2001/05/15,2.4631
1806 冠軍,2001/05/15,-4.7619
1808 潤隆,2001/05/15,0
1809 中釉,2001/05/15,-0.5376
1810 和成,2001/05/15,1.9608
1903 士紙,2001/05/15,-1.1396
1904 正隆,2001/05/15,0
1905 華紙,2001/05/15,2.907
1906 寶隆,2001/05/15,2.8777
1907 永豐餘,2001/05/15,0.5682
1909 榮成,2001/05/15,0
2002 中鋼,2001/05/15,0.5319
2006 東和鋼鐵,2001/05/15,0
2007 燁興,2001/05/15,0.885
2008 高興昌,2001/05/15,1.5957
2009 第一銅,2001/05/15,0
2010 春源,2001/05/15,0
2012 春雨,2001/05/15,0
2013 中鋼構,2001/05/15,0.565
2014 中鴻,2001/05/15,2.5862
2015 豐興,2001/05/15,1.2987
2017 官田鋼,2001/05/15,4.2945
2020 美亞,2001/05/15,-2.1505
2022 聚亨,2001/05/15,2.2059
