Current,,
,,
證券代碼,年月日,報酬率％
2024 志聯,2001/12/04,-6.25
2025 千興,2001/12/04,-5.7143
2027 大成鋼,2001/12/04,1.2048
2028 威致,2001/12/04,-5.1948
2029 盛餘,2001/12/04,0.9901
2030 彰源,2001/12/04,0.2037
2031 新光鋼,2001/12/04,-1.7391
2032 新鋼,2001/12/04,-0.6993
2033 佳大,2001/12/04,0
2034 允強,2001/12/04,0
2101 南港,2001/12/04,3.3333
2102 泰豐,2001/12/04,1.9108
2103 台橡,2001/12/04,-0.2421
2104 國際中橡,2001/12/04,1.6393
2105 正新,2001/12/04,0
2106 建大,2001/12/04,-0.5435
2107 厚生,2001/12/04,0
2108 南帝,2001/12/04,1.7241
2109 華豐,2001/12/04,1.6393
2201 裕隆,2001/12/04,0.6944
2204 中華,2001/12/04,0.9259
2206 三陽工業,2001/12/04,3.9216
2207 和泰車,2001/12/04,1.5038
2301 光寶科,2001/12/04,5.7143
2302 麗正,2001/12/04,1.5453
2303 聯電,2001/12/04,5.8394
2305 全友,2001/12/04,5.7692
2308 台達電,2001/12/04,6.2124
2312 金寶,2001/12/04,6.9519
2313 華通,2001/12/04,5.6156
2314 台揚,2001/12/04,6.8729
2316 楠梓電,2001/12/04,6.5217
2317 鴻海,2001/12/04,2.5806
2321 東訊,2001/12/04,5.6995
2323 中環,2001/12/04,-0.8097
2324 仁寶,2001/12/04,1.847
2327 國巨,2001/12/04,4.717
2328 廣宇,2001/12/04,3.6269
2329 華泰,2001/12/04,6.962
2330 台積電,2001/12/04,1.2903
2331 精英,2001/12/04,2.4823
2332 友訊,2001/12/04,6.9042
2337 旺宏,2001/12/04,4.661
2338 光罩,2001/12/04,6.8182
2340 光磊,2001/12/04,3.8328
2342 茂矽,2001/12/04,6.9767
2344 華邦電,2001/12/04,6.81
2345 智邦,2001/12/04,6.4516
2347 聯強,2001/12/04,5.9113
2348 海悅,2001/12/04,0
2349 錸德,2001/12/04,-1.2579
2351 順德,2001/12/04,6.9444
2352 佳世達,2001/12/04,0.9281
2353 宏碁,2001/12/04,1.4164
2354 鴻準,2001/12/04,15.2023
2355 敬鵬,2001/12/04,3.1884
2356 英業達,2001/12/04,6.8966
2357 華碩,2001/12/04,0
2358 廷鑫,2001/12/04,-6.0606
2359 所羅門,2001/12/04,3.937
2360 致茂,2001/12/04,6.8807
2362 藍天,2001/12/04,6.7227
2363 矽統,2001/12/04,-0.2294
2364 倫飛,2001/12/04,6.8376
2365 昆盈,2001/12/04,1.9608
2367 燿華,2001/12/04,5.0251
2368 金像電,2001/12/04,6.8826
2369 菱生,2001/12/04,4.7619
2371 大同,2001/12/04,2.8169
2373 震旦行,2001/12/04,3.7037
2374 佳能,2001/12/04,6.8966
2375 凱美,2001/12/04,6.9106
2376 技嘉,2001/12/04,4.023
2377 微星,2001/12/04,6.6079
2379 瑞昱,2001/12/04,1.9455
2380 虹光,2001/12/04,3.0806
2382 廣達,2001/12/04,1.8405
2383 台光電,2001/12/04,6.6327
2385 群光,2001/12/04,6.6914
2387 精元,2001/12/04,1.6234
2388 威盛,2001/12/04,-1.2146
2390 云辰,2001/12/04,2.0134
2392 正崴,2001/12/04,0.6369
2393 億光,2001/12/04,6.5089
2395 研華,2001/12/04,-0.6024
2397 友通,2001/12/04,3.3163
2399 映泰,2001/12/04,6.962
2401 凌陽,2001/12/04,2.8409
2402 毅嘉,2001/12/04,4
2404 漢唐,2001/12/04,0
2405 浩鑫,2001/12/04,6.4103
2406 國碩,2001/12/04,3.7594
2408 南亞科,2001/12/04,6.4865
2409 友達,2001/12/04,-1.1364
2412 中華電,2001/12/04,6.0291
2413 環科,2001/12/04,1.6746
2414 精技,2001/12/04,3.8462
2415 錩新,2001/12/04,0
2417 圓剛,2001/12/04,5.6604
2419 仲琦,2001/12/04,4.0724
2420 新巨,2001/12/04,6.2271
2421 建準,2001/12/04,3.3333
2423 固緯,2001/12/04,6.8493
2424 隴華,2001/12/04,6.639
2425 承啟,2001/12/04,5.5556
2426 鼎元,2001/12/04,5.6391
2427 三商電,2001/12/04,6.9853
2428 興勤,2001/12/04,6.5068
2429 銘旺科,2001/12/04,2.6178
2430 燦坤,2001/12/04,6.9231
2431 聯昌,2001/12/04,6.5421
2433 互盛電,2001/12/04,5.9603
2434 統懋,2001/12/04,6.8966
2436 偉詮電,2001/12/04,3.2877
2438 翔耀,2001/12/04,5.4795
2439 美律,2001/12/04,-2.7523
2440 太空梭,2001/12/04,6.7873
2441 超豐,2001/12/04,6.8841
2442 新美齊,2001/12/04,6.8783
2443 億麗,2001/12/04,2.4631
2444 兆勁,2001/12/04,6.8376
2449 京元電子,2001/12/04,0.5291
2450 神腦,2001/12/04,-0.2865
2451 創見,2001/12/04,6.7073
2453 凌群,2001/12/04,1.4423
2454 聯發科,2001/12/04,0.4619
2456 奇力新,2001/12/04,5.9432
2457 飛宏,2001/12/04,0
2458 義隆,2001/12/04,4.0632
2459 敦吉,2001/12/04,1.7391
2460 建通,2001/12/04,1.6575
2461 光群雷,2001/12/04,-0.2242
2462 良得電,2001/12/04,0
2464 盟立,2001/12/04,2.9851
2465 麗臺,2001/12/04,4.2793
2466 冠西電,2001/12/04,6.4706
2467 志聖,2001/12/04,6.9388
2468 華經,2001/12/04,2.439
2471 資通,2001/12/04,6.4935
2472 立隆電,2001/12/04,4.7619
2474 可成,2001/12/04,5.8824
2476 鉅祥,2001/12/04,6.8966
2477 美隆電,2001/12/04,6.6038
2478 大毅,2001/12/04,6.7524
2480 敦陽科,2001/12/04,-0.7722
2481 強茂,2001/12/04,6.7647
2482 連宇,2001/12/04,6.9959
2483 百容,2001/12/04,5.2805
2484 希華,2001/12/04,6.129
2485 兆赫,2001/12/04,6.9277
2486 一詮,2001/12/04,1.3245
2488 漢平,2001/12/04,4.8843
2489 瑞軒,2001/12/04,-1.0965
2491 吉祥全,2001/12/04,2.5253
2492 華新科,2001/12/04,6.8768
2501 國建,2001/12/04,0.6289
2504 國產,2001/12/04,-6.25
2505 國揚,2001/12/04,-4.5455
2506 太設,2001/12/04,-2.4845
2509 全坤建,2001/12/04,0
2511 太子,2001/12/04,-1.4085
2514 龍邦,2001/12/04,-1.8315
2515 中工,2001/12/04,-1.3636
2516 新建,2001/12/04,-1.9417
2520 冠德,2001/12/04,0.5102
2524 京城,2001/12/04,6.8871
2527 宏璟,2001/12/04,0
2528 皇普,2001/12/04,2.3256
2530 華建,2001/12/04,1.8868
2534 宏盛,2001/12/04,0.4264
2535 達欣工,2001/12/04,0
2536 宏普,2001/12/04,-3.2653
2537 聯上發,2001/12/04,0
2538 基泰,2001/12/04,-2.1277
2539 櫻花建,2001/12/04,0
2540 愛山林,2001/12/04,5.1282
2542 興富發,2001/12/04,0
2543 皇昌,2001/12/04,2.7548
2545 皇翔,2001/12/04,0
2546 根基,2001/12/04,-2.7027
2547 日勝生,2001/12/04,-0.7353
2548 華固,2001/12/04,0.6098
2601 益航,2001/12/04,-1.0929
2603 長榮,2001/12/04,-0.3831
2605 新興,2001/12/04,-0.8475
2606 裕民,2001/12/04,0
2607 榮運,2001/12/04,0
2608 嘉里大榮,2001/12/04,-1.9608
2609 陽明,2001/12/04,-0.6803
2610 華航,2001/12/04,-1.6129
2611 志信,2001/12/04,-0.9524
2612 中航,2001/12/04,-1.0246
2613 中櫃,2001/12/04,0
2614 東森,2001/12/04,6.3063
2615 萬海,2001/12/04,-2.1645
2616 山隆,2001/12/04,2.0833
2617 台航,2001/12/04,0
2618 長榮航,2001/12/04,2.7624
2701 萬企,2001/12/04,1.0753
2702 華園,2001/12/04,-0.7092
2704 國賓,2001/12/04,-2.649
2705 六福,2001/12/04,0
2706 第一店,2001/12/04,0
2707 晶華,2001/12/04,0.7042
2801 彰銀,2001/12/04,4.1494
2809 京城銀,2001/12/04,-0.8646
2812 台中銀,2001/12/04,0
2816 旺旺保,2001/12/04,0
2820 華票,2001/12/04,-0.2558
2823 中壽,2001/12/04,6.4516
2832 台產,2001/12/04,0
2834 臺企銀,2001/12/04,0.9174
2836 高雄銀,2001/12/04,-0.6689
2838 聯邦銀,2001/12/04,0
2841 台開,2001/12/04,0.2674
2845 遠東銀,2001/12/04,1.0204
2849 安泰銀,2001/12/04,1.2793
2850 新產,2001/12/04,1.0989
2851 中再保,2001/12/04,1.8519
2852 第一保,2001/12/04,-4
2855 統一證,2001/12/04,2.454
2901 欣欣,2001/12/04,-0.3831
2903 遠百,2001/12/04,0
2904 匯僑,2001/12/04,0
2905 三商,2001/12/04,2.6178
2906 高林,2001/12/04,0.7752
2908 特力,2001/12/04,-0.4444
2910 統領,2001/12/04,-0.2747
2911 麗嬰房,2001/12/04,-2.1739
2912 統一超,2001/12/04,0
2913 農林,2001/12/04,0
2915 潤泰全,2001/12/04,-1.1765
3002 歐格,2001/12/04,6.5217
3010 華立,2001/12/04,6.4
3011 今皓,2001/12/04,6.7265
3018 同開,2001/12/04,6.7485
3019 亞光,2001/12/04,-1.4706
3021 鴻名,2001/12/04,4.7872
3022 威強電,2001/12/04,2.5862
3023 信邦,2001/12/04,5.4348
3024 憶聲,2001/12/04,6.9231
3025 星通,2001/12/04,6.5421
3026 禾伸堂,2001/12/04,5.7692
3027 盛達,2001/12/04,4.9383
3028 增你強,2001/12/04,2.5641
3029 零壹,2001/12/04,6.6327
3030 德律,2001/12/04,6.9971
3031 佰鴻,2001/12/04,6.8293
3032 偉訓,2001/12/04,4.6512
3033 威健,2001/12/04,6.383
3034 聯詠,2001/12/04,6.4748
3035 智原,2001/12/04,4.9383
3036 文曄,2001/12/04,0
3037 欣興,2001/12/04,-1.4925
3038 全台,2001/12/04,2.0202
3040 遠見,2001/12/04,6.3636
3041 揚智,2001/12/04,6.9565
3042 晶技,2001/12/04,6.8729
3043 科風,2001/12/04,-0.7194
3044 健鼎,2001/12/04,2.3669
3045 台灣大,2001/12/04,6.5163
3046 建碁,2001/12/04,6.6667
3047 訊舟,2001/12/04,6.9638
3052 夆典,2001/12/04,-2.079
4104 佳醫,2001/12/04,1.1976
4306 炎洲,2001/12/04,0.4926
4414 如興,2001/12/04,4.4335
4526 東台,2001/12/04,-0.8696
4720 德淵,2001/12/04,0.3597
5007 三星,2001/12/04,0
5203 訊連,2001/12/04,7
5388 中磊,2001/12/04,3.9301
5434 崇越,2001/12/04,6.9767
5469 瀚宇博,2001/12/04,1.8519
5471 松翰,2001/12/04,7
5484 慧友,2001/12/04,2.8446
5515 建國,2001/12/04,-2.439
5519 隆大,2001/12/04,0
5521 工信,2001/12/04,1.0526
5522 遠雄,2001/12/04,-5.2632
5525 順天,2001/12/04,-0.4975
5531 鄉林,2001/12/04,0.3906
5533 皇鼎,2001/12/04,-2.8169
5607 遠雄港,2001/12/04,0.5714
5608 四維航,2001/12/04,-0.9524
5706 鳳凰,2001/12/04,-6.867
6005 群益證,2001/12/04,0.6667
6108 競國,2001/12/04,5.9603
6112 聚碩,2001/12/04,6.6667
6116 彩晶,2001/12/04,1.0791
6141 柏承,2001/12/04,6.3063
6183 關貿,2001/12/04,3.321
6191 精成科,2001/12/04,0
8011 台通,2001/12/04,-1.1173
8926 台汽電,2001/12/04,-1.2397
9902 台火,2001/12/04,-1.7668
9904 寶成,2001/12/04,0
9905 大華,2001/12/04,-0.6667
9906 欣巴巴,2001/12/04,2.5641
9907 統一實,2001/12/04,0.5376
9908 大台北,2001/12/04,0
9910 豐泰,2001/12/04,-0.8403
9911 櫻花,2001/12/04,0.7634
9912 偉聯,2001/12/04,0
9914 美利達,2001/12/04,2.8986
9917 中保科,2001/12/04,0.3356
9918 欣天然,2001/12/04,-0.8584
9919 康那香,2001/12/04,0
9921 巨大,2001/12/04,-1.8692
9924 福興,2001/12/04,-1.2766
9925 新保,2001/12/04,-0.9434
9926 新海,2001/12/04,0
9927 泰銘,2001/12/04,0.6536
9928 中視,2001/12/04,0
9929 秋雨,2001/12/04,4.8689
9930 中聯資源,2001/12/04,-1.1905
9931 欣高,2001/12/04,3.4483
9933 中鼎,2001/12/04,1.6304
9934 成霖,2001/12/04,1.1236
9935 慶豐富,2001/12/04,0
9937 全國,2001/12/04,2.4138
9938 百和,2001/12/04,4.6875
9939 宏全,2001/12/04,2.2099
9940 信義,2001/12/04,3.0928
9941 裕融,2001/12/04,-0.9288
9943 好樂迪,2001/12/04,1.8634
9944 新麗,2001/12/04,0.4464
9945 潤泰新,2001/12/04,0.7353
Y9999 加權指數,2001/12/03,4.627
1101 台泥,2001/12/03,2.1429
1102 亞泥,2001/12/03,1.0582
1103 嘉泥,2001/12/03,0
1104 環泥,2001/12/03,3
1108 幸福,2001/12/03,2.0661
1109 信大,2001/12/03,0
1110 東泥,2001/12/03,0.2169
1201 味全,2001/12/03,3.3058
1210 大成,2001/12/03,1.2121
1213 大飲,2001/12/03,0.885
1215 卜蜂,2001/12/03,1.8692
1216 統一,2001/12/03,1.3761
1217 愛之味,2001/12/03,1.0204
1218 泰山,2001/12/03,1.2658
1219 福壽,2001/12/03,2.9885
1220 台榮,2001/12/03,-1.6667
1225 福懋油,2001/12/03,1.6667
1227 佳格,2001/12/03,0.7143
1229 聯華,2001/12/03,1.9068
1231 聯華食,2001/12/03,5.3333
1232 大統益,2001/12/03,0.369
1233 天仁,2001/12/03,4.2735
1234 黑松,2001/12/03,0.9524
1235 興泰,2001/12/03,1.444
1236 宏亞,2001/12/03,2.6786
1301 台塑,2001/12/03,2.0979
1303 南亞,2001/12/03,4.4776
1304 台聚,2001/12/03,2.1277
1305 華夏,2001/12/03,2.1645
1307 三芳,2001/12/03,2.6316
1308 亞聚,2001/12/03,4.4944
1309 台達化,2001/12/03,2.8825
1310 台苯,2001/12/03,3.4043
1312 國喬,2001/12/03,0.9852
1313 聯成,2001/12/03,1.5957
1314 中石化,2001/12/03,2.9268
1315 達新,2001/12/03,1.6129
1316 上曜,2001/12/03,4.8649
1319 東陽,2001/12/03,0.3636
1321 大洋,2001/12/03,0
1323 永裕,2001/12/03,2.5424
1324 地球,2001/12/03,2.5126
1325 恒大,2001/12/03,5.4545
1326 台化,2001/12/03,2.4876
1402 遠東新,2001/12/03,5.8333
1409 新纖,2001/12/03,0.9009
1410 南染,2001/12/03,1.3441
1413 宏洲,2001/12/03,-0.8
1414 東和,2001/12/03,6.9565
1416 廣豐,2001/12/03,0.5464
1417 嘉裕,2001/12/03,4.2623
1418 東華,2001/12/03,-0.3268
1419 新紡,2001/12/03,6.6667
1423 利華,2001/12/03,2
1432 大魯閣,2001/12/03,4
1434 福懋,2001/12/03,0
1435 中福,2001/12/03,0
1436 華友聯,2001/12/03,2.611
1437 勤益控,2001/12/03,0.9804
1438 三地開發,2001/12/03,0
1439 中和,2001/12/03,-0.8333
1440 南紡,2001/12/03,1.6949
1441 大東,2001/12/03,0.5025
1442 名軒,2001/12/03,0
1443 立益,2001/12/03,0
1444 力麗,2001/12/03,0.974
1445 大宇,2001/12/03,3.2064
1446 宏和,2001/12/03,0
1447 力鵬,2001/12/03,3.6364
1449 佳和,2001/12/03,-0.4098
1451 年興,2001/12/03,2.8708
1452 宏益,2001/12/03,2.5701
1453 大將,2001/12/03,3.7594
1454 台富,2001/12/03,-0.9524
1455 集盛,2001/12/03,3.1447
1456 怡華,2001/12/03,0
1457 宜進,2001/12/03,1.7857
1459 聯發,2001/12/03,4.4304
1460 宏遠,2001/12/03,1.4706
1463 強盛,2001/12/03,0
1464 得力,2001/12/03,-0.241
1465 偉全,2001/12/03,1.0101
1466 聚隆,2001/12/03,3.7736
1467 南緯,2001/12/03,1.4286
1468 昶和,2001/12/03,3.4483
1470 大統新創,2001/12/03,6.3636
1471 首利,2001/12/03,0.6667
1472 三洋紡,2001/12/03,1.4925
1473 台南,2001/12/03,3.5135
1474 弘裕,2001/12/03,1.5228
1475 業旺,2001/12/03,1.5
1476 儒鴻,2001/12/03,2.5316
1503 士電,2001/12/03,2.7972
1504 東元,2001/12/03,4.4444
1506 正道,2001/12/03,2.6316
1507 永大,2001/12/03,0.8197
1512 瑞利,2001/12/03,6.7647
1513 中興電,2001/12/03,2.2556
1514 亞力,2001/12/03,2.1583
1515 力山,2001/12/03,3.8298
1516 川飛,2001/12/03,-0.4115
1517 利奇,2001/12/03,6.9697
1519 華城,2001/12/03,2.5
1521 大億,2001/12/03,2.1277
1522 堤維西,2001/12/03,4.8387
1524 耿鼎,2001/12/03,1.1494
1525 江申,2001/12/03,1.4354
1526 日馳,2001/12/03,2.2822
1527 鑽全,2001/12/03,2.4862
1528 恩德,2001/12/03,0.6849
1529 樂士,2001/12/03,1.9313
1530 亞崴,2001/12/03,-0.6993
1531 高林股,2001/12/03,3.8136
1532 勤美,2001/12/03,1.0714
1533 車王電,2001/12/03,2.5381
1535 中宇,2001/12/03,1.5306
1536 和大,2001/12/03,0
1538 正峰,2001/12/03,1.6667
1539 巨庭,2001/12/03,1.4778
1540 喬福,2001/12/03,2.2556
1603 華電,2001/12/03,3.5556
1604 聲寶,2001/12/03,1.3699
1605 華新,2001/12/03,3.6496
1608 華榮,2001/12/03,2.4055
1609 大亞,2001/12/03,0.2959
1611 中電,2001/12/03,1.6
1612 宏泰,2001/12/03,0.8969
1614 三洋電,2001/12/03,-1.6949
1615 大山,2001/12/03,0.5181
1616 億泰,2001/12/03,3.6517
1617 榮星,2001/12/03,2.4793
1618 合機,2001/12/03,2.6961
1701 中化,2001/12/03,2.1898
1702 南僑,2001/12/03,6.8452
1707 葡萄王,2001/12/03,3.5565
1708 東鹼,2001/12/03,1.7391
1709 和益,2001/12/03,1.9048
1710 東聯,2001/12/03,2.2222
1711 永光,2001/12/03,3.0303
1712 興農,2001/12/03,1.8041
1713 國化,2001/12/03,3.1746
1714 和桐,2001/12/03,6.4935
1717 長興,2001/12/03,6.9444
1718 中纖,2001/12/03,-1.1364
1720 生達,2001/12/03,4.3269
1721 三晃,2001/12/03,2.6906
1722 台肥,2001/12/03,4.9618
1723 中碳,2001/12/03,1.1765
1724 台硝,2001/12/03,0.9174
1725 元禎,2001/12/03,0
1726 永記,2001/12/03,6.6667
1727 中華化,2001/12/03,6.4
1730 花仙子,2001/12/03,2.2599
1731 美吾華,2001/12/03,0.8333
1732 毛寶,2001/12/03,1.6667
1733 五鼎,2001/12/03,6.383
1734 杏輝,2001/12/03,1.6667
1735 日勝化,2001/12/03,4.3243
1802 台玻,2001/12/03,4.0201
1805 寶徠,2001/12/03,-2.6432
1806 冠軍,2001/12/03,1.0989
1808 潤隆,2001/12/03,0
1809 中釉,2001/12/03,0.8547
1810 和成,2001/12/03,1.6667
1903 士紙,2001/12/03,3.75
1904 正隆,2001/12/03,1.2723
1905 華紙,2001/12/03,2.5
1906 寶隆,2001/12/03,0.6211
1907 永豐餘,2001/12/03,-0.6993
1909 榮成,2001/12/03,0.6579
2002 中鋼,2001/12/03,4.1667
2006 東和鋼鐵,2001/12/03,3.871
2007 燁興,2001/12/03,6
2008 高興昌,2001/12/03,2.2727
2009 第一銅,2001/12/03,2.5
2010 春源,2001/12/03,3.252
2012 春雨,2001/12/03,1.3274
2013 中鋼構,2001/12/03,0.6944
2014 中鴻,2001/12/03,-4.7619
2015 豐興,2001/12/03,3.3898
2017 官田鋼,2001/12/03,0.7407
2020 美亞,2001/12/03,6.7308
2022 聚亨,2001/12/03,2.3669
2023 燁輝,2001/12/03,5.2402
2024 志聯,2001/12/03,-5.8824
2025 千興,2001/12/03,0
2027 大成鋼,2001/12/03,1.2195
2028 威致,2001/12/03,-2.5316
2029 盛餘,2001/12/03,-0.9804
2030 彰源,2001/12/03,-0.6073
2031 新光鋼,2001/12/03,4.5455
2032 新鋼,2001/12/03,1.4184
2033 佳大,2001/12/03,0
2034 允強,2001/12/03,0
2101 南港,2001/12/03,3.0928
2102 泰豐,2001/12/03,3.2895
2103 台橡,2001/12/03,2.4814
2104 國際中橡,2001/12/03,2.2346
2105 正新,2001/12/03,2.0202
2106 建大,2001/12/03,1.0989
2107 厚生,2001/12/03,1.2024
2108 南帝,2001/12/03,3.5714
2109 華豐,2001/12/03,-1.6129
2201 裕隆,2001/12/03,2.4911
2204 中華,2001/12/03,1.8868
2206 三陽工業,2001/12/03,0
2207 和泰車,2001/12/03,0
2301 光寶科,2001/12/03,6.7797
2302 麗正,2001/12/03,5.5944
2303 聯電,2001/12/03,4.0506
2305 全友,2001/12/03,6.5574
2308 台達電,2001/12/03,6.8522
2312 金寶,2001/12/03,6.8571
2313 華通,2001/12/03,5.2273
2314 台揚,2001/12/03,6.9853
2316 楠梓電,2001/12/03,6.3584
2317 鴻海,2001/12/03,6.8966
2321 東訊,2001/12/03,6.6298
2323 中環,2001/12/03,2.4896
2324 仁寶,2001/12/03,5.2778
2327 國巨,2001/12/03,3.4146
2328 廣宇,2001/12/03,6.044
2329 華泰,2001/12/03,6.7568
2330 台積電,2001/12/03,6.1644
2331 精英,2001/12/03,6.8182
2332 友訊,2001/12/03,6.9048
2337 旺宏,2001/12/03,6.7873
2338 光罩,2001/12/03,4.7619
2340 光磊,2001/12/03,4.3636
2342 茂矽,2001/12/03,6.8323
2344 華邦電,2001/12/03,6.8966
2345 智邦,2001/12/03,6.8966
2347 聯強,2001/12/03,6.8421
2348 海悅,2001/12/03,6.9588
2349 錸德,2001/12/03,6.3545
2351 順德,2001/12/03,5.1095
2352 佳世達,2001/12/03,4.8662
2353 宏碁,2001/12/03,6.9697
2354 鴻準,2001/12/03,6.7742
2355 敬鵬,2001/12/03,4.5455
2356 英業達,2001/12/03,6.8421
2357 華碩,2001/12/03,4.7273
2358 廷鑫,2001/12/03,-5.7143
2359 所羅門,2001/12/03,6.7227
2360 致茂,2001/12/03,5.8252
2362 藍天,2001/12/03,6.25
2363 矽統,2001/12/03,6.8627
2364 倫飛,2001/12/03,6.8493
2365 昆盈,2001/12/03,6.8063
2367 燿華,2001/12/03,6.9892
2368 金像電,2001/12/03,4.661
2369 菱生,2001/12/03,6.1798
2371 大同,2001/12/03,3.6496
2373 震旦行,2001/12/03,6.7797
2374 佳能,2001/12/03,5.1813
2375 凱美,2001/12/03,6.9565
2376 技嘉,2001/12/03,6.7485
2377 微星,2001/12/03,6.5728
2379 瑞昱,2001/12/03,6.1983
2380 虹光,2001/12/03,3.9409
2382 廣達,2001/12/03,1.875
2383 台光電,2001/12/03,6.5217
2385 群光,2001/12/03,6.746
2387 精元,2001/12/03,6.9444
2388 威盛,2001/12/03,5.5556
2390 云辰,2001/12/03,5.6738
2392 正崴,2001/12/03,5.3691
2393 億光,2001/12/03,4.9689
2395 研華,2001/12/03,5.0633
2397 友通,2001/12/03,5.0938
2399 映泰,2001/12/03,6.3973
2401 凌陽,2001/12/03,4.7619
2402 毅嘉,2001/12/03,6.383
2404 漢唐,2001/12/03,5.6277
2405 浩鑫,2001/12/03,6.8493
2406 國碩,2001/12/03,3.9063
2408 南亞科,2001/12/03,6.9364
2409 友達,2001/12/03,5.6
2412 中華電,2001/12/03,4.3384
2413 環科,2001/12/03,3.2099
2414 精技,2001/12/03,4
2415 錩新,2001/12/03,6.5891
2417 圓剛,2001/12/03,4.3307
2419 仲琦,2001/12/03,6.7633
2420 新巨,2001/12/03,6.6406
2421 建準,2001/12/03,5.2632
2423 固緯,2001/12/03,2.8169
2424 隴華,2001/12/03,6.6372
2425 承啟,2001/12/03,6.5789
2426 鼎元,2001/12/03,3.5019
2427 三商電,2001/12/03,1.8727
2428 興勤,2001/12/03,6.1818
2429 銘旺科,2001/12/03,5.5249
2430 燦坤,2001/12/03,3.4483
2431 聯昌,2001/12/03,5.9406
2433 互盛電,2001/12/03,4.8611
2434 統懋,2001/12/03,6.2827
2436 偉詮電,2001/12/03,4.2857
2438 翔耀,2001/12/03,5.2885
2439 美律,2001/12/03,2.8302
2440 太空梭,2001/12/03,5.2381
2441 超豐,2001/12/03,5.7471
2442 新美齊,2001/12/03,6.7797
2443 億麗,2001/12/03,3.5714
2444 兆勁,2001/12/03,6.3636
2449 京元電子,2001/12/03,3.8462
2450 神腦,2001/12/03,5.7576
2451 創見,2001/12/03,6.9565
2453 凌群,2001/12/03,2.9703
2454 聯發科,2001/12/03,6.9136
2456 奇力新,2001/12/03,1.8421
2457 飛宏,2001/12/03,5.6911
2458 義隆,2001/12/03,5.7279
2459 敦吉,2001/12/03,6.4815
2460 建通,2001/12/03,1.1173
2461 光群雷,2001/12/03,0
2462 良得電,2001/12/03,1.7964
2464 盟立,2001/12/03,6.9149
2465 麗臺,2001/12/03,6.988
2466 冠西電,2001/12/03,4.2945
2467 志聖,2001/12/03,5.1502
2468 華經,2001/12/03,3.6101
2471 資通,2001/12/03,3.7037
2472 立隆電,2001/12/03,1.9417
2474 可成,2001/12/03,5.1546
2476 鉅祥,2001/12/03,6.7485
2477 美隆電,2001/12/03,6.8548
2478 大毅,2001/12/03,6.8729
2480 敦陽科,2001/12/03,6.5844
2481 強茂,2001/12/03,3.9755
2482 連宇,2001/12/03,3.8462
2483 百容,2001/12/03,6.6901
2484 希華,2001/12/03,6.5292
2485 兆赫,2001/12/03,6.7524
2486 一詮,2001/12/03,4.8611
2488 漢平,2001/12/03,3.183
2489 瑞軒,2001/12/03,6.5421
2491 吉祥全,2001/12/03,2.0619
2492 華新科,2001/12/03,6.079
2501 國建,2001/12/03,4.6053
2504 國產,2001/12/03,1.6949
2505 國揚,2001/12/03,4.7619
2506 太設,2001/12/03,1.8987
2509 全坤建,2001/12/03,6.383
2511 太子,2001/12/03,0.4717
2514 龍邦,2001/12/03,5.814
2515 中工,2001/12/03,2.8037
2516 新建,2001/12/03,4.0404
2520 冠德,2001/12/03,3.7037
2524 京城,2001/12/03,6.7647
2527 宏璟,2001/12/03,2.3891
2528 皇普,2001/12/03,4.878
2530 華建,2001/12/03,-3.6364
2534 宏盛,2001/12/03,2.6258
2535 達欣工,2001/12/03,6.25
2536 宏普,2001/12/03,6.5217
2537 聯上發,2001/12/03,2.7397
2538 基泰,2001/12/03,0.8584
2539 櫻花建,2001/12/03,0
2540 愛山林,2001/12/03,5.4054
2542 興富發,2001/12/03,0
2543 皇昌,2001/12/03,6.7647
2545 皇翔,2001/12/03,0
2546 根基,2001/12/03,0
2547 日勝生,2001/12/03,0.2457
2548 華固,2001/12/03,4.4586
2601 益航,2001/12/03,4.5714
2603 長榮,2001/12/03,6.9672
2605 新興,2001/12/03,2.6087
2606 裕民,2001/12/03,3.6496
2607 榮運,2001/12/03,6.8493
2608 嘉里大榮,2001/12/03,3.0303
2609 陽明,2001/12/03,6.5217
2610 華航,2001/12/03,3.7657
2611 志信,2001/12/03,0.4785
2612 中航,2001/12/03,3.8298
2613 中櫃,2001/12/03,6.9519
2614 東森,2001/12/03,6.7308
2615 萬海,2001/12/03,1.7621
2616 山隆,2001/12/03,4.918
2617 台航,2001/12/03,3.4247
2618 長榮航,2001/12/03,6.4706
2701 萬企,2001/12/03,1.087
2702 華園,2001/12/03,3.6765
2704 國賓,2001/12/03,4.1379
2705 六福,2001/12/03,6.9767
2706 第一店,2001/12/03,0
2707 晶華,2001/12/03,0
2801 彰銀,2001/12/03,1.2605
2809 京城銀,2001/12/03,1.462
2812 台中銀,2001/12/03,0.8798
2816 旺旺保,2001/12/03,0.5025
2820 華票,2001/12/03,0.7732
2823 中壽,2001/12/03,5.0847
2832 台產,2001/12/03,0.4405
2834 臺企銀,2001/12/03,0.9259
2836 高雄銀,2001/12/03,6.7857
2838 聯邦銀,2001/12/03,1
2841 台開,2001/12/03,2.1858
2845 遠東銀,2001/12/03,3.3755
2849 安泰銀,2001/12/03,0.8602
2850 新產,2001/12/03,1.1111
2851 中再保,2001/12/03,0
2852 第一保,2001/12/03,-0.6623
2855 統一證,2001/12/03,5.1613
2901 欣欣,2001/12/03,0.3846
2903 遠百,2001/12/03,2.6087
2904 匯僑,2001/12/03,0
