Current,,
,,
證券代碼,年月日,報酬率％
2358 廷鑫,2000/11/07,-1.7857
2359 所羅門,2000/11/07,3.139
2360 致茂,2000/11/07,3.2353
2362 藍天,2000/11/07,-3.0303
2363 矽統,2000/11/07,6.8783
2364 倫飛,2000/11/07,-2.8571
2365 昆盈,2000/11/07,6.1224
2367 燿華,2000/11/07,0
2368 金像電,2000/11/07,6.7873
2369 菱生,2000/11/07,0.7246
2371 大同,2000/11/07,4.4444
2373 震旦行,2000/11/07,0
2374 佳能,2000/11/07,6.0714
2375 凱美,2000/11/07,5.4422
2376 技嘉,2000/11/07,6.993
2377 微星,2000/11/07,6.1947
2379 瑞昱,2000/11/07,6.7511
2380 虹光,2000/11/07,6.8702
2382 廣達,2000/11/07,5.4545
2383 台光電,2000/11/07,6.6372
2385 群光,2000/11/07,0.5556
2387 精元,2000/11/07,5.3797
2388 威盛,2000/11/07,6.9307
2390 云辰,2000/11/07,6.9231
2392 正崴,2000/11/07,6.5789
2393 億光,2000/11/07,3.2389
2395 研華,2000/11/07,6.5789
2397 友通,2000/11/07,-1.3652
2399 映泰,2000/11/07,-3.3981
2401 凌陽,2000/11/07,6.993
2402 毅嘉,2000/11/07,4.0404
2404 漢唐,2000/11/07,6.367
2405 浩鑫,2000/11/07,-3.4783
2406 國碩,2000/11/07,-1.9231
2408 南亞科,2000/11/07,-0.4739
2409 友達,2000/11/07,-0.7092
2412 中華電,2000/11/07,-2.3256
2413 環科,2000/11/07,-3.3784
2414 精技,2000/11/07,-3.3149
2415 錩新,2000/11/07,4.1199
2417 圓剛,2000/11/07,5.0761
2419 仲琦,2000/11/07,-2.8436
2420 新巨,2000/11/07,-3.5
2421 建準,2000/11/07,1.8293
2423 固緯,2000/11/07,1.3605
2424 隴華,2000/11/07,-2.9915
2425 承啟,2000/11/07,-1.3423
2426 鼎元,2000/11/07,1.6043
2427 三商電,2000/11/07,5.1724
2428 興勤,2000/11/07,-3.4335
2429 銘旺科,2000/11/07,3.5019
2430 燦坤,2000/11/07,0
2431 聯昌,2000/11/07,-3.4188
2433 互盛電,2000/11/07,-1.1407
2434 統懋,2000/11/07,0
2436 偉詮電,2000/11/07,6.25
2438 翔耀,2000/11/07,5.6497
2439 美律,2000/11/07,6.5476
2441 超豐,2000/11/07,-3.4056
2457 飛宏,2000/11/07,6.9054
2458 義隆,2000/11/07,5.5866
2459 敦吉,2000/11/07,3.8095
2460 建通,2000/11/07,-1.5152
2461 光群雷,2000/11/07,1.4085
2462 良得電,2000/11/07,1.3575
2464 盟立,2000/11/07,1.875
2465 麗臺,2000/11/07,6.4865
2466 冠西電,2000/11/07,6.875
2467 志聖,2000/11/07,5.4217
2468 華經,2000/11/07,0.639
2471 資通,2000/11/07,-3.4965
2472 立隆電,2000/11/07,-1.9802
2474 可成,2000/11/07,0
2476 鉅祥,2000/11/07,6.6667
2477 美隆電,2000/11/07,4.5977
2478 大毅,2000/11/07,5.8824
2480 敦陽科,2000/11/07,6.9364
2481 強茂,2000/11/07,4.7244
2482 連宇,2000/11/07,6.875
2483 百容,2000/11/07,6.6398
2484 希華,2000/11/07,3.8462
2485 兆赫,2000/11/07,-3.0075
2486 一詮,2000/11/07,5.042
2488 漢平,2000/11/07,4.4386
2489 瑞軒,2000/11/07,-2.8947
2491 吉祥全,2000/11/07,6.338
2492 華新科,2000/11/07,3.0769
2501 國建,2000/11/07,0.6289
2504 國產,2000/11/07,-2.8571
2505 國揚,2000/11/07,-3.2787
2506 太設,2000/11/07,-3.5
2509 全坤建,2000/11/07,0
2511 太子,2000/11/07,-0.2941
2514 龍邦,2000/11/07,1
2515 中工,2000/11/07,0
2516 新建,2000/11/07,-1.2146
2520 冠德,2000/11/07,-2.0408
2524 京城,2000/11/07,0
2527 宏璟,2000/11/07,1.9802
2528 皇普,2000/11/07,-3.4483
2530 華建,2000/11/07,-3.169
2534 宏盛,2000/11/07,-3.2258
2535 達欣工,2000/11/07,0.813
2536 宏普,2000/11/07,-2.7523
2537 聯上發,2000/11/07,2.3256
2538 基泰,2000/11/07,0
2539 櫻花建,2000/11/07,-3.2051
2540 愛山林,2000/11/07,0
2542 興富發,2000/11/07,-3.2362
2543 皇昌,2000/11/07,0
2545 皇翔,2000/11/07,2.6694
2546 根基,2000/11/07,-0.4228
2548 華固,2000/11/07,0.5464
2601 益航,2000/11/07,-0.3205
2603 長榮,2000/11/07,1.8018
2605 新興,2000/11/07,-1.3889
2606 裕民,2000/11/07,3.9735
2607 榮運,2000/11/07,-0.4651
2608 嘉里大榮,2000/11/07,3.0864
2609 陽明,2000/11/07,2.4
2610 華航,2000/11/07,-3.3019
2611 志信,2000/11/07,2.1127
2612 中航,2000/11/07,0
2613 中櫃,2000/11/07,-3.4836
2614 東森,2000/11/07,-3.4783
2615 萬海,2000/11/07,-3.0769
2616 山隆,2000/11/07,0
2617 台航,2000/11/07,-0.6757
2618 長榮航,2000/11/07,1.2987
2701 萬企,2000/11/07,0.4525
2702 華園,2000/11/07,1.0638
2704 國賓,2000/11/07,0
2705 六福,2000/11/07,-1
2706 第一店,2000/11/07,-0.4032
2707 晶華,2000/11/07,0
2801 彰銀,2000/11/07,2.2727
2809 京城銀,2000/11/07,-3.3663
2812 台中銀,2000/11/07,-0.2564
2816 旺旺保,2000/11/07,-2.6786
2820 華票,2000/11/07,3.3058
2823 中壽,2000/11/07,-2.9586
2832 台產,2000/11/07,1.0811
2834 臺企銀,2000/11/07,2.1097
2836 高雄銀,2000/11/07,0.625
2838 聯邦銀,2000/11/07,2.5641
2841 台開,2000/11/07,-0.6211
2845 遠東銀,2000/11/07,0.6438
2849 安泰銀,2000/11/07,0.9346
2850 新產,2000/11/07,0
2851 中再保,2000/11/07,-0.6757
2855 統一證,2000/11/07,-2.5316
2901 欣欣,2000/11/07,0.641
2903 遠百,2000/11/07,1.3333
2904 匯僑,2000/11/07,0
2905 三商,2000/11/07,-1.3072
2906 高林,2000/11/07,0.7692
2908 特力,2000/11/07,3.2468
2910 統領,2000/11/07,5.0667
2911 麗嬰房,2000/11/07,-0.5917
2912 統一超,2000/11/07,1.1494
2913 農林,2000/11/07,6.3063
2915 潤泰全,2000/11/07,2.5
3002 歐格,2000/11/07,1.1538
3010 華立,2000/11/07,4.7297
3011 今皓,2000/11/07,2.4691
3019 亞光,2000/11/07,6.6265
3021 鴻名,2000/11/07,-2.9586
3024 憶聲,2000/11/07,3.6
3026 禾伸堂,2000/11/07,6.8627
3027 盛達,2000/11/07,3.0303
3028 增你強,2000/11/07,0
3029 零壹,2000/11/07,-0.7067
3033 威健,2000/11/07,0
3035 智原,2000/11/07,6.6079
3036 文曄,2000/11/07,2.9851
3037 欣興,2000/11/07,6.8182
3041 揚智,2000/11/07,-1.3986
3045 台灣大,2000/11/07,6.25
3046 建碁,2000/11/07,-3.1056
3052 夆典,2000/11/07,0
4306 炎洲,2000/11/07,0.431
4414 如興,2000/11/07,0
4526 東台,2000/11/07,0
5007 三星,2000/11/07,-0.4098
5203 訊連,2000/11/07,6.9767
5388 中磊,2000/11/07,-1.4493
5434 崇越,2000/11/07,4.7945
5515 建國,2000/11/07,2.4096
5519 隆大,2000/11/07,0.939
5521 工信,2000/11/07,-0.8197
5522 遠雄,2000/11/07,-2.7027
5525 順天,2000/11/07,0
5607 遠雄港,2000/11/07,0
6005 群益證,2000/11/07,3.4188
6141 柏承,2000/11/07,0.8081
6183 關貿,2000/11/07,0
6191 精成科,2000/11/07,-3.3333
8926 台汽電,2000/11/07,-3.2895
9902 台火,2000/11/07,-0.8
9904 寶成,2000/11/07,0.813
9905 大華,2000/11/07,-0.6061
9906 欣巴巴,2000/11/07,-2.6786
9907 統一實,2000/11/07,-0.9009
9908 大台北,2000/11/07,0
9910 豐泰,2000/11/07,-0.8333
9911 櫻花,2000/11/07,-2.6786
9912 偉聯,2000/11/07,-2.6316
9914 美利達,2000/11/07,0.7042
9917 中保科,2000/11/07,0
9918 欣天然,2000/11/07,-0.7092
9919 康那香,2000/11/07,0
9921 巨大,2000/11/07,0.7752
9924 福興,2000/11/07,-3.0151
9925 新保,2000/11/07,-0.8696
9926 新海,2000/11/07,2.0161
9927 泰銘,2000/11/07,2.2857
9928 中視,2000/11/07,1.6393
9929 秋雨,2000/11/07,6.25
9930 中聯資源,2000/11/07,-2.1739
9931 欣高,2000/11/07,-3.268
9933 中鼎,2000/11/07,0.3953
9934 成霖,2000/11/07,1.3986
9935 慶豐富,2000/11/07,6.6225
9937 全國,2000/11/07,2.1277
9940 信義,2000/11/07,0
9941 裕融,2000/11/07,0.8772
9945 潤泰新,2000/11/07,5.3305
Y9999 加權指數,2000/11/06,-0.3491
1101 台泥,2000/11/06,-1.1905
1102 亞泥,2000/11/06,-1.7647
1103 嘉泥,2000/11/06,-2.1583
1104 環泥,2000/11/06,-1.6949
1108 幸福,2000/11/06,-2.0877
1109 信大,2000/11/06,-1.7668
1110 東泥,2000/11/06,-0.8
1201 味全,2000/11/06,-1.2987
1203 味王,2000/11/06,0
1210 大成,2000/11/06,-0.5025
1213 大飲,2000/11/06,-2.3529
1215 卜蜂,2000/11/06,-2.8571
1216 統一,2000/11/06,0
1217 愛之味,2000/11/06,-2.809
1218 泰山,2000/11/06,-0.9174
1219 福壽,2000/11/06,-0.8264
1220 台榮,2000/11/06,-1.4085
1225 福懋油,2000/11/06,0
1227 佳格,2000/11/06,-2.1277
1229 聯華,2000/11/06,-3.3493
1231 聯華食,2000/11/06,-3.2
1232 大統益,2000/11/06,0.7634
1233 天仁,2000/11/06,-0.9524
1234 黑松,2000/11/06,-1.6835
1235 興泰,2000/11/06,0
1236 宏亞,2000/11/06,1.1905
1301 台塑,2000/11/06,0
1303 南亞,2000/11/06,-0.7576
1304 台聚,2000/11/06,-3.5
1305 華夏,2000/11/06,-3.2967
1307 三芳,2000/11/06,-2.4242
1308 亞聚,2000/11/06,-3.2895
1309 台達化,2000/11/06,-3.0303
1310 台苯,2000/11/06,-3.352
1312 國喬,2000/11/06,-3.1674
1313 聯成,2000/11/06,-2.7027
1314 中石化,2000/11/06,-3.4783
1315 達新,2000/11/06,-0.8
1316 上曜,2000/11/06,-3.4161
1319 東陽,2000/11/06,0
1321 大洋,2000/11/06,0
1323 永裕,2000/11/06,-2.8169
1324 地球,2000/11/06,-3.125
1325 恒大,2000/11/06,-1.4184
1326 台化,2000/11/06,-2.4194
1402 遠東新,2000/11/06,-3.1359
1409 新纖,2000/11/06,-3.2609
1410 南染,2000/11/06,-3.2258
1413 宏洲,2000/11/06,-2.1021
1414 東和,2000/11/06,-3.4483
1416 廣豐,2000/11/06,-3.3708
1417 嘉裕,2000/11/06,-3.3981
1418 東華,2000/11/06,-1.9355
1419 新紡,2000/11/06,6.8966
1423 利華,2000/11/06,-3.4483
1432 大魯閣,2000/11/06,0
1434 福懋,2000/11/06,-3.2895
1435 中福,2000/11/06,-1.9048
1436 華友聯,2000/11/06,-0.3049
1437 勤益控,2000/11/06,-2.0979
1438 三地開發,2000/11/06,-3.3557
1439 中和,2000/11/06,-1.7442
1440 南紡,2000/11/06,-1.7241
1441 大東,2000/11/06,-3.4188
1442 名軒,2000/11/06,-2.907
1443 立益,2000/11/06,-3.4146
1444 力麗,2000/11/06,-2.973
1445 大宇,2000/11/06,-0.6757
1446 宏和,2000/11/06,-2.6471
1447 力鵬,2000/11/06,-3.2051
1449 佳和,2000/11/06,-1.8868
1451 年興,2000/11/06,-3.4364
1452 宏益,2000/11/06,-3.4325
1453 大將,2000/11/06,-2.6738
1454 台富,2000/11/06,-0.7937
1455 集盛,2000/11/06,-3.3126
1456 怡華,2000/11/06,-1.1111
1457 宜進,2000/11/06,-3.212
1459 聯發,2000/11/06,-1.9108
1460 宏遠,2000/11/06,-0.9901
1463 強盛,2000/11/06,0
1464 得力,2000/11/06,-0.339
1465 偉全,2000/11/06,-3.0303
1466 聚隆,2000/11/06,-2.8302
1467 南緯,2000/11/06,-0.6849
1468 昶和,2000/11/06,-0.6897
1470 大統新創,2000/11/06,-1.0526
1471 首利,2000/11/06,0
1472 三洋紡,2000/11/06,-2.1277
1473 台南,2000/11/06,-1.3928
1474 弘裕,2000/11/06,-1.0753
1475 業旺,2000/11/06,1.6216
1503 士電,2000/11/06,-0.5076
1504 東元,2000/11/06,-3.3175
1506 正道,2000/11/06,-3.3408
1507 永大,2000/11/06,-0.8621
1512 瑞利,2000/11/06,-3.4694
1513 中興電,2000/11/06,-1.4851
1514 亞力,2000/11/06,-2.551
1515 力山,2000/11/06,-1.5544
1516 川飛,2000/11/06,-1.0989
1517 利奇,2000/11/06,-3.3613
1519 華城,2000/11/06,0
1521 大億,2000/11/06,-3.2374
1522 堤維西,2000/11/06,0.7752
1524 耿鼎,2000/11/06,2.1739
1525 江申,2000/11/06,-3.125
1526 日馳,2000/11/06,-2.5
1527 鑽全,2000/11/06,-3.4188
1528 恩德,2000/11/06,1.0363
1529 樂士,2000/11/06,0
1530 亞崴,2000/11/06,4.3478
1531 高林股,2000/11/06,-1.3468
1532 勤美,2000/11/06,-3.4682
1535 中宇,2000/11/06,0
1536 和大,2000/11/06,-0.9804
1538 正峰,2000/11/06,-1.5504
1540 喬福,2000/11/06,0.8403
1603 華電,2000/11/06,-3.3333
1604 聲寶,2000/11/06,-3.2847
1605 華新,2000/11/06,-0.6173
1608 華榮,2000/11/06,-3.4568
1609 大亞,2000/11/06,0
1611 中電,2000/11/06,-2.9412
1612 宏泰,2000/11/06,5.5
1614 三洋電,2000/11/06,1.1858
1615 大山,2000/11/06,-1.4815
1616 億泰,2000/11/06,5
1617 榮星,2000/11/06,-1.6393
1618 合機,2000/11/06,-3.0612
1701 中化,2000/11/06,-3.0488
1702 南僑,2000/11/06,-0.8955
1707 葡萄王,2000/11/06,-2.6316
1708 東鹼,2000/11/06,2
1709 和益,2000/11/06,-3.0702
1710 東聯,2000/11/06,-3.1915
1711 永光,2000/11/06,-3.1915
1712 興農,2000/11/06,-2.6786
1713 國化,2000/11/06,-2.7586
1714 和桐,2000/11/06,-1.4493
1717 長興,2000/11/06,2.1053
1718 中纖,2000/11/06,-3.1496
1720 生達,2000/11/06,-3.1915
1721 三晃,2000/11/06,-1.5625
1722 台肥,2000/11/06,-3.268
1723 中碳,2000/11/06,-1.9934
1724 台硝,2000/11/06,0
1725 元禎,2000/11/06,-1.9608
1726 永記,2000/11/06,-1.0563
1727 中華化,2000/11/06,-3.1818
1730 花仙子,2000/11/06,-0.3876
1731 美吾華,2000/11/06,-1.5686
1732 毛寶,2000/11/06,0.5587
1733 五鼎,2000/11/06,-3.3613
1734 杏輝,2000/11/06,-1.0471
1735 日勝化,2000/11/06,-0.9662
1802 台玻,2000/11/06,-0.6231
1805 寶徠,2000/11/06,-2.0548
1806 冠軍,2000/11/06,-1.2739
1808 潤隆,2000/11/06,0
1809 中釉,2000/11/06,-0.6061
1810 和成,2000/11/06,-3.125
1903 士紙,2000/11/06,-3.0769
1904 正隆,2000/11/06,-2.0134
1905 華紙,2000/11/06,-3.4351
1906 寶隆,2000/11/06,-2.4823
1907 永豐餘,2000/11/06,0
1909 榮成,2000/11/06,2.6316
2002 中鋼,2000/11/06,-0.5435
2006 東和鋼鐵,2000/11/06,0.4566
2007 燁興,2000/11/06,-3.3613
2008 高興昌,2000/11/06,-0.8621
2009 第一銅,2000/11/06,-3.4858
2010 春源,2000/11/06,-2.8777
2012 春雨,2000/11/06,-3.3241
2013 中鋼構,2000/11/06,2.1622
2014 中鴻,2000/11/06,-2.5926
2015 豐興,2000/11/06,-0.5291
2017 官田鋼,2000/11/06,-2.1505
2020 美亞,2000/11/06,-2.7972
2022 聚亨,2000/11/06,-1.9455
2023 燁輝,2000/11/06,-2.7027
2024 志聯,2000/11/06,5.4054
2025 千興,2000/11/06,-1.6129
2027 大成鋼,2000/11/06,-1.0638
2028 威致,2000/11/06,-3.0864
2029 盛餘,2000/11/06,-1.3793
2030 彰源,2000/11/06,0.4386
2031 新光鋼,2000/11/06,-2.451
2032 新鋼,2000/11/06,-1.1905
2033 佳大,2000/11/06,-2.9197
2034 允強,2000/11/06,4.5455
2102 泰豐,2000/11/06,-3.3149
2103 台橡,2000/11/06,-2.6667
2104 國際中橡,2000/11/06,-2.994
2105 正新,2000/11/06,-3.3175
2106 建大,2000/11/06,-3.4722
2107 厚生,2000/11/06,-2.3256
2108 南帝,2000/11/06,-1.9355
2109 華豐,2000/11/06,-1.1236
2201 裕隆,2000/11/06,0.9217
2204 中華,2000/11/06,-0.9346
2206 三陽工業,2000/11/06,-3.0435
2207 和泰車,2000/11/06,0
2301 光寶科,2000/11/06,-3.4783
2302 麗正,2000/11/06,-3.4483
2303 聯電,2000/11/06,1.6529
2305 全友,2000/11/06,-3.4483
2308 台達電,2000/11/06,3.653
2312 金寶,2000/11/06,-3.2558
2313 華通,2000/11/06,-2.2989
2314 台揚,2000/11/06,3.0769
2316 楠梓電,2000/11/06,-3.2895
2317 鴻海,2000/11/06,3.2609
2321 東訊,2000/11/06,-3.169
2323 中環,2000/11/06,-3.2738
2324 仁寶,2000/11/06,1.8182
2327 國巨,2000/11/06,2.1583
2328 廣宇,2000/11/06,-3.2374
2329 華泰,2000/11/06,-3.4351
2330 台積電,2000/11/06,2.8302
2331 精英,2000/11/06,-2.8777
2332 友訊,2000/11/06,0.7026
2337 旺宏,2000/11/06,2.9412
2338 光罩,2000/11/06,-3.0864
2340 光磊,2000/11/06,-3.3835
2342 茂矽,2000/11/06,-3.1532
2344 華邦電,2000/11/06,-1.1628
2345 智邦,2000/11/06,5.4632
2347 聯強,2000/11/06,-3.0075
2348 海悅,2000/11/06,-3.4247
2349 錸德,2000/11/06,-3.4188
2351 順德,2000/11/06,-1.9231
2352 佳世達,2000/11/06,2.3474
2353 宏碁,2000/11/06,-3.1646
2354 鴻準,2000/11/06,-3.1915
2355 敬鵬,2000/11/06,-3.1621
2356 英業達,2000/11/06,-3.4483
2357 華碩,2000/11/06,1.2048
2358 廷鑫,2000/11/06,-3.4483
2359 所羅門,2000/11/06,-3.4632
2360 致茂,2000/11/06,-3.4091
2362 藍天,2000/11/06,-2.9412
2363 矽統,2000/11/06,-1.8182
2364 倫飛,2000/11/06,-2.7778
2365 昆盈,2000/11/06,6.8536
2367 燿華,2000/11/06,-3.3457
2368 金像電,2000/11/06,-2.6432
2369 菱生,2000/11/06,-3.4965
2371 大同,2000/11/06,-2.8777
2373 震旦行,2000/11/06,0
2374 佳能,2000/11/06,-1.0601
2375 凱美,2000/11/06,-3.2895
2376 技嘉,2000/11/06,1.4184
2377 微星,2000/11/06,0
2379 瑞昱,2000/11/06,-3.2653
2380 虹光,2000/11/06,0
2382 廣達,2000/11/06,0
2383 台光電,2000/11/06,-3.4188
2385 群光,2000/11/06,-3.2258
2387 精元,2000/11/06,1.2821
2388 威盛,2000/11/06,-3.3493
2390 云辰,2000/11/06,-2.9851
2392 正崴,2000/11/06,-2.5641
2393 億光,2000/11/06,-3.1373
2395 研華,2000/11/06,-3.3898
2397 友通,2000/11/06,-3.3003
2399 映泰,2000/11/06,-3.2864
2401 凌陽,2000/11/06,-3.3784
2402 毅嘉,2000/11/06,-3.4146
2404 漢唐,2000/11/06,-2.5547
2405 浩鑫,2000/11/06,-3.3613
2406 國碩,2000/11/06,-3.1056
2408 南亞科,2000/11/06,-3.211
2409 友達,2000/11/06,1.8051
2412 中華電,2000/11/06,-3.3708
2413 環科,2000/11/06,-3.268
2414 精技,2000/11/06,-3.4667
2415 錩新,2000/11/06,-3.2609
2417 圓剛,2000/11/06,6.4865
2419 仲琦,2000/11/06,-3.4325
2420 新巨,2000/11/06,-3.3816
2421 建準,2000/11/06,-2.9586
2423 固緯,2000/11/06,0
2424 隴華,2000/11/06,-3.3058
2425 承啟,2000/11/06,-3.2468
2426 鼎元,2000/11/06,-3.1088
2427 三商電,2000/11/06,5.4545
2428 興勤,2000/11/06,0.431
2429 銘旺科,2000/11/06,0
2430 燦坤,2000/11/06,-3.2641
2431 聯昌,2000/11/06,2.1834
2433 互盛電,2000/11/06,-3.3088
2434 統懋,2000/11/06,-3.3803
2436 偉詮電,2000/11/06,-3.4483
2438 翔耀,2000/11/06,-3.2787
2439 美律,2000/11/06,0
2441 超豐,2000/11/06,-3.2934
2457 飛宏,2000/11/06,-1.5113
2458 義隆,2000/11/06,-3.2432
2459 敦吉,2000/11/06,-2.7778
2460 建通,2000/11/06,-3.2967
2461 光群雷,2000/11/06,-3.2698
2462 良得電,2000/11/06,-3.0702
2464 盟立,2000/11/06,-0.6211
2465 麗臺,2000/11/06,1.6484
2466 冠西電,2000/11/06,-3.3233
2467 志聖,2000/11/06,-3.4884
2468 華經,2000/11/06,-3.3951
2471 資通,2000/11/06,-3.3784
2472 立隆電,2000/11/06,-2.8846
2474 可成,2000/11/06,-2.8037
2476 鉅祥,2000/11/06,-2.5974
2477 美隆電,2000/11/06,-3.3333
2478 大毅,2000/11/06,-2.8571
2480 敦陽科,2000/11/06,-3.352
2481 強茂,2000/11/06,-3.0534
2482 連宇,2000/11/06,-3.0303
2483 百容,2000/11/06,-3.4951
2484 希華,2000/11/06,-3.1056
2485 兆赫,2000/11/06,-2.9197
2486 一詮,2000/11/06,-1.9231
2488 漢平,2000/11/06,-3.2828
2489 瑞軒,2000/11/06,-3.3079
2491 吉祥全,2000/11/06,-1.3889
2492 華新科,2000/11/06,-2.9851
2501 國建,2000/11/06,-0.625
2504 國產,2000/11/06,-2.7778
2505 國揚,2000/11/06,-3.1746
2506 太設,2000/11/06,-3.3816
2509 全坤建,2000/11/06,0
2511 太子,2000/11/06,0
2514 龍邦,2000/11/06,1.0101
2515 中工,2000/11/06,0.9464
2516 新建,2000/11/06,-1.2
2520 冠德,2000/11/06,-3.2895
2524 京城,2000/11/06,-2.8571
2527 宏璟,2000/11/06,-1.9417
2528 皇普,2000/11/06,-3.3333
2530 華建,2000/11/06,-3.4014
2534 宏盛,2000/11/06,-0.5348
2535 達欣工,2000/11/06,0.8197
2536 宏普,2000/11/06,-2.6786
2537 聯上發,2000/11/06,3.3654
2538 基泰,2000/11/06,-1.4085
2539 櫻花建,2000/11/06,-3.1056
2540 愛山林,2000/11/06,-2.7211
2542 興富發,2000/11/06,-3.4375
2543 皇昌,2000/11/06,0
2545 皇翔,2000/11/06,1.8828
2546 根基,2000/11/06,-2.2727
2548 華固,2000/11/06,0
2601 益航,2000/11/06,-0.3195
2603 長榮,2000/11/06,-1.7699
2605 新興,2000/11/06,-3.3557
2606 裕民,2000/11/06,-2.5806
2607 榮運,2000/11/06,-3.1532
2608 嘉里大榮,2000/11/06,-2.994
2609 陽明,2000/11/06,-3.4749
2610 華航,2000/11/06,-2.3041
2611 志信,2000/11/06,-3.4014
2612 中航,2000/11/06,-2.5974
2613 中櫃,2000/11/06,-3.3663
2614 東森,2000/11/06,-3.3613
2615 萬海,2000/11/06,-3.4653
2616 山隆,2000/11/06,0
2617 台航,2000/11/06,-3.268
2618 長榮航,2000/11/06,-0.8584
2701 萬企,2000/11/06,1.3761
2702 華園,2000/11/06,-3.0928
2704 國賓,2000/11/06,2.069
2705 六福,2000/11/06,-0.4975
2706 第一店,2000/11/06,-0.4016
2707 晶華,2000/11/06,0
2801 彰銀,2000/11/06,-1.1236
2809 京城銀,2000/11/06,-2.8846
2812 台中銀,2000/11/06,-2.5
2816 旺旺保,2000/11/06,-3.4483
2820 華票,2000/11/06,-1.626
2823 中壽,2000/11/06,-3.4286
2832 台產,2000/11/06,-1.5957
2834 臺企銀,2000/11/06,-2.4691
2836 高雄銀,2000/11/06,-1.2346
2838 聯邦銀,2000/11/06,-3.3058
2841 台開,2000/11/06,-2.4242
2845 遠東銀,2000/11/06,-3.3195
2849 安泰銀,2000/11/06,-2.7273
2850 新產,2000/11/06,0.5495
2851 中再保,2000/11/06,-2.6316
2855 統一證,2000/11/06,-3.0675
2901 欣欣,2000/11/06,-3.1056
2903 遠百,2000/11/06,-1.3158
2904 匯僑,2000/11/06,0
2905 三商,2000/11/06,-1.9231
2906 高林,2000/11/06,0
2908 特力,2000/11/06,-0.6452
2910 統領,2000/11/06,0
2911 麗嬰房,2000/11/06,2.4242
2912 統一超,2000/11/06,-3.3333
2913 農林,2000/11/06,-2.6316
2915 潤泰全,2000/11/06,1.2658
3002 歐格,2000/11/06,6.2195
3010 華立,2000/11/06,-2.6316
3011 今皓,2000/11/06,-2.994
3019 亞光,2000/11/06,-3.4884
3021 鴻名,2000/11/06,-3.4286
3024 憶聲,2000/11/06,-2.7237
3026 禾伸堂,2000/11/06,-3.3175
3027 盛達,2000/11/06,-2.9412
3028 增你強,2000/11/06,-2.9851
3029 零壹,2000/11/06,-3.413
3033 威健,2000/11/06,0
3035 智原,2000/11/06,0
3036 文曄,2000/11/06,-2.8986
3037 欣興,2000/11/06,-3.2967
3041 揚智,2000/11/06,-3.3784
3045 台灣大,2000/11/06,-2.2901
3046 建碁,2000/11/06,-3.012
3052 夆典,2000/11/06,-1.5789
4306 炎洲,2000/11/06,6.9124
4414 如興,2000/11/06,0.9901
4526 東台,2000/11/06,0
5007 三星,2000/11/06,0.8264
5203 訊連,2000/11/06,-3.1532
5388 中磊,2000/11/06,-2.8169
5434 崇越,2000/11/06,-3.3113
5515 建國,2000/11/06,-3.4884
5519 隆大,2000/11/06,-0.9302
5521 工信,2000/11/06,6.087
5522 遠雄,2000/11/06,6.3218
5525 順天,2000/11/06,0
5607 遠雄港,2000/11/06,-0.2463
6005 群益證,2000/11/06,-2.5
6141 柏承,2000/11/06,0
6183 關貿,2000/11/06,-3.4188
6191 精成科,2000/11/06,-3.4483
8926 台汽電,2000/11/06,-3.1847
9902 台火,2000/11/06,-0.9901
9904 寶成,2000/11/06,-3.1496
9905 大華,2000/11/06,-2.9412
9906 欣巴巴,2000/11/06,-3.4483
9907 統一實,2000/11/06,-2.6316
9908 大台北,2000/11/06,0.9434
9910 豐泰,2000/11/06,-3.2258
9911 櫻花,2000/11/06,-3.4483
9912 偉聯,2000/11/06,-2.5641
9914 美利達,2000/11/06,-3.4014
9917 中保科,2000/11/06,-1.3699
9918 欣天然,2000/11/06,2.1739
9919 康那香,2000/11/06,-2.139
9921 巨大,2000/11/06,-3.4913
9924 福興,2000/11/06,-3.3981
9925 新保,2000/11/06,5.9908
9926 新海,2000/11/06,-2.3622
9927 泰銘,2000/11/06,0
9928 中視,2000/11/06,-3.1746
9929 秋雨,2000/11/06,-1.8868
9930 中聯資源,2000/11/06,3.7594
9931 欣高,2000/11/06,0
9933 中鼎,2000/11/06,-3.4351
9934 成霖,2000/11/06,-3.3784
9935 慶豐富,2000/11/06,-3.2051
9937 全國,2000/11/06,-1.0526
9940 信義,2000/11/06,-0.5882
9941 裕融,2000/11/06,-0.5814
9945 潤泰新,2000/11/06,1.9565
Y9999 加權指數,2000/11/04,-2.0493
1101 台泥,2000/11/04,-2.3256
1102 亞泥,2000/11/04,-1.7341
1103 嘉泥,2000/11/04,-0.7143
1104 環泥,2000/11/04,-1.6667
1108 幸福,2000/11/04,0.8421
1109 信大,2000/11/04,-1.3937
1110 東泥,2000/11/04,-3.1008
1201 味全,2000/11/04,-2.5316
1203 味王,2000/11/04,0
1210 大成,2000/11/04,-2.451
1213 大飲,2000/11/04,0
1215 卜蜂,2000/11/04,-2.7778
1216 統一,2000/11/04,-0.463
1217 愛之味,2000/11/04,-2.1978
1218 泰山,2000/11/04,0
1219 福壽,2000/11/04,-1.4257
1220 台榮,2000/11/04,1.4286
1225 福懋油,2000/11/04,-2.5316
1227 佳格,2000/11/04,-0.4237
1229 聯華,2000/11/04,-3.2407
1231 聯華食,2000/11/04,-3.4749
1232 大統益,2000/11/04,-0.7576
1233 天仁,2000/11/04,-3.2258
1234 黑松,2000/11/04,-1
